"Points:0","Points:1","Points:2"
3.5197,-72.875,261.14
3.5988,-75.133,258.09
0,-75.386,258.03
0,-73.153,261.09
3.3669,-70.177,258.95
3.4439,-72.317,256.05
0,-72.572,255.99
0,-70.446,258.9
3.2176,-67.636,256.88
3.2914,-69.666,254.11
0,-69.832,254
0,-67.815,256.77
66.801,-14.57,165.16
67.259,-10.186,165.6
66.074,-8.9097,162.25
65.588,-13.222,161.83
63.371,-14.186,166.53
63.844,-9.8755,166.92
62.633,-8.5996,163.66
62.146,-12.841,163.28
60.215,-13.882,167.91
60.68,-9.6362,168.27
59.505,-8.3657,165.14
59.03,-12.548,164.79
57.283,-13.661,169.29
57.724,-9.4738,169.63
56.596,-8.207,166.74
56.147,-12.335,166.41
68.023,-44.33,183.29
68.767,-39.771,183.95
68.037,-38.624,180.42
67.18,-43.117,179.79
64.582,-43.269,184.25
65.523,-38.924,184.81
64.79,-37.8,181.38
63.825,-42.111,180.82
61.41,-42.358,185.16
62.375,-38.185,185.68
61.651,-37.083,182.33
60.688,-41.238,181.81
58.456,-41.63,186.01
59.335,-37.591,186.53
58.616,-36.504,183.26
57.74,-40.535,182.75
29.49,-62.044,270.63
26.995,-65.602,268.38
26.353,-63.157,271.02
28.244,-59.757,267.69
25.89,-63.142,265.68
25.296,-60.799,268.09
27.013,-57.754,265.05
24.78,-60.945,263.21
24.206,-58.737,265.44
25.794,-56.021,262.69
23.68,-59.005,260.96
23.085,-56.962,263.08
58.107,-30.683,154
56.386,-29.029,151.19
55.511,-32.998,150.86
57.27,-34.729,153.55
55.052,-29.932,154.98
53.435,-28.226,151.12
52.788,-32.131,150.78
54.279,-33.872,154.6
52.166,-29.257,156.37
50.349,-27.397,151.19
49.784,-31.207,150.87
51.444,-33.103,156.08
48.949,-28.553,158.03
46.72,-26.468,151.4
45.947,-30.085,151.1
48.144,-32.261,157.85
48.952,-38.006,270.24
49.906,-34.835,270.87
52.429,-35.449,268.51
51.374,-38.716,267.95
46.75,-36.967,267.5
47.626,-33.835,268.07
50.012,-34.426,265.83
49.046,-37.64,265.33
44.719,-35.95,264.93
45.544,-32.879,265.48
47.81,-33.463,263.36
46.901,-36.61,262.87
42.868,-34.941,262.53
43.658,-31.949,263.09
45.816,-32.543,261.06
44.943,-35.619,260.55
59.606,48.535,130.29
60.145,47.573,133.76
60.061,51.964,133.85
59.441,52.825,130.4
55.844,48.216,131.49
56.426,47.318,134.91
56.353,51.408,135.03
55.712,52.213,131.63
52.339,47.663,132.81
52.934,46.821,136.17
52.912,50.751,136.34
52.266,51.508,133
48.986,47.24,133.98
49.584,46.437,137.3
49.624,50.231,137.51
48.977,50.956,134.2
63.635,64.064,210.39
65.286,58.965,209.76
60.402,62.788,210
62.068,57.845,209.42
57.322,61.626,209.57
58.964,56.803,209.03
54.384,60.614,209.1
55.975,55.863,208.6
56.534,-63.625,243.13
59.382,-60.439,243.36
60.365,-61.132,239.71
57.529,-64.437,239.51
53.81,-61.227,241.73
56.397,-58.168,241.93
57.381,-58.877,238.48
54.765,-62.022,238.28
51.391,-59.107,240.41
53.808,-56.211,240.59
54.753,-56.907,237.31
52.298,-59.882,237.11
49.247,-57.229,239.15
51.555,-54.531,239.33
52.441,-55.193,236.21
50.097,-57.975,236
72.624,-16.866,186.28
72.988,-12.176,186.69
72.192,-11.203,183.2
71.814,-15.86,182.79
69.153,-16.532,187.07
69.517,-11.93,187.46
68.75,-10.962,184.03
68.383,-15.536,183.64
65.85,-16.274,187.85
66.208,-11.756,188.21
65.459,-10.79,184.85
65.101,-15.285,184.49
62.697,-16.094,188.62
63.047,-11.657,188.97
62.307,-10.693,185.66
61.957,-15.11,185.32
77.111,-18.116,215.65
77.476,-13.356,215.93
77.231,-12.818,212.22
76.903,-17.593,211.92
73.41,-17.744,215.68
73.72,-13.101,215.96
73.537,-12.577,212.38
73.246,-17.242,212.09
69.994,-17.47,215.72
70.284,-12.939,215.99
70.121,-12.427,212.53
69.842,-16.986,212.25
66.837,-17.295,215.78
67.129,-12.87,216.05
66.956,-12.369,212.71
66.675,-16.826,212.43
44.648,23.527,281.09
44.915,19.922,281.27
41.969,20.08,283.35
41.796,23.716,283.15
42.317,23.17,278.07
42.598,19.666,278.22
39.825,19.844,280.17
39.627,23.37,279.98
40.227,22.793,275.32
40.526,19.377,275.46
37.9,19.577,277.31
37.68,23.011,277.14
38.366,22.397,272.86
38.683,19.059,272.98
36.18,19.285,274.74
35.944,22.641,274.59
4.5511,115.24,91.505
0,115.29,91.248
0,112.55,88.177
4.3889,112.14,88.221
4.1522,111.92,95.111
0,112.45,94.485
0,110.72,92.016
4.0526,110.01,92.332
3.8803,109.61,98.372
0,110.23,97.637
0,109.12,95.076
3.8082,108.43,95.608
3.6395,107.67,101.4
0,108.02,100.79
0,107.74,97.793
3.6493,107.43,98.463
43.654,80.091,100.64
41.977,77.368,98.089
43.79,73.811,98.867
45.492,76.52,101.37
40.988,78.328,103.2
39.857,76.273,100.73
41.558,72.839,101.57
42.707,74.896,103.98
38.761,76.773,105.31
37.982,75.105,102.66
39.609,71.794,103.56
40.394,73.484,106.13
36.8,75.63,107
36.462,74.358,104.26
38.044,71.149,105.23
38.362,72.47,107.87
4.9163,119.98,134.57
9.7761,119.02,134.96
10.199,119.91,138.9
5.1283,120.76,138.65
4.4276,115.47,134.99
8.774,113.84,135.54
8.9532,113.9,139.51
4.539,115.56,139
4.0779,110.41,135.85
8.0319,108.75,136.41
8.1603,108.46,140.33
4.1485,110.2,139.74
3.8004,103.6,137.42
7.4589,103.2,137.6
7.5969,102.74,141.41
3.8716,103.13,141.14
0,120.88,133.86
0,120.48,138.36
0,116.89,134.05
0,116.98,138.13
0,111.94,134.71
0,111.82,138.58
0,103.86,136.39
0,103.38,140.04
45.183,-82.434,199.51
45.225,-81.995,195.47
41.129,-84.506,195.37
41.081,-84.917,199.42
43.014,-79.199,199.82
43.029,-78.772,195.95
39.184,-81.161,195.84
39.158,-81.562,199.72
41.067,-76.332,200.08
41.065,-75.927,196.37
37.433,-78.187,196.25
37.423,-78.568,199.97
39.313,-73.779,200.3
39.298,-73.402,196.74
35.853,-75.527,196.61
35.855,-75.883,200.18
36.611,97.571,105.15
36.356,96.224,101.29
38.7,92.825,101.87
39.053,94.228,105.65
34.014,94.519,107.09
33.693,93.354,103.59
35.939,90.119,104.17
36.339,91.333,107.61
31.814,91.849,108.93
31.545,90.892,105.64
33.685,87.784,106.21
34.015,88.792,109.46
29.758,89.628,110.49
29.607,88.911,107.32
31.644,85.903,107.87
31.835,86.682,111.02
37.485,61.552,274.29
33.935,63.731,275.29
34.804,66.604,272.7
38.444,64.259,271.7
35.27,59.64,271.37
31.96,61.699,272.3
32.77,64.428,269.85
36.157,62.214,268.94
33.387,58.09,268.85
30.281,60.048,269.72
31.047,62.661,267.39
34.228,60.562,266.54
31.791,56.863,266.68
28.851,58.728,267.5
29.59,61.247,265.28
32.6,59.25,264.48
8.3843,61.227,285.7
4.2122,61.845,285.77
7.9379,59.37,282.17
3.9954,60.016,282.33
7.5304,57.777,279.1
3.7914,58.391,279.25
7.1637,56.428,276.45
3.6023,56.969,276.52
63.568,5.6716,262.61
61.443,5.45,265.67
61.088,9.4474,265.66
63.159,9.759,262.6
60.417,5.4859,260.55
58.388,5.3065,263.45
58.019,9.219,263.47
59.989,9.4843,260.57
57.582,5.2678,258.62
55.65,5.1258,261.38
55.266,8.9553,261.42
57.144,9.1819,258.67
55.03,5.002,256.84
53.189,4.8953,259.46
52.795,8.6465,259.53
54.582,8.8388,256.9
10.308,-23.821,290.3
6.8759,-23.913,290.53
6.9576,-20.113,291.49
10.427,-20.044,291.22
9.8843,-22.958,286.72
6.596,-23.057,287.02
6.6661,-19.335,287.93
9.9865,-19.264,287.6
9.4768,-22.148,283.42
6.3252,-22.246,283.73
6.388,-18.609,284.61
9.5689,-18.541,284.27
9.0927,-21.379,280.38
6.0675,-21.472,280.66
6.125,-17.925,281.54
9.1777,-17.862,281.23
66.532,-30.401,170.59
67.47,-26.002,171.06
66.557,-24.673,167.63
65.603,-29.02,167.19
63.245,-29.736,171.82
64.095,-25.43,172.26
63.152,-24.105,168.97
62.285,-28.36,168.55
60.113,-29.172,173.03
60.921,-24.956,173.45
59.995,-23.639,170.28
59.175,-27.81,169.89
57.122,-28.718,174.22
57.91,-24.577,174.6
57.041,-23.271,171.56
56.236,-27.369,171.21
48.033,-9.6191,278.55
44.917,-9.4423,280.67
45.1,-5.8057,280.89
45.788,-9.246,275.49
42.838,-9.0536,277.52
43.003,-5.4999,277.77
43.765,-8.909,272.72
40.96,-8.6973,274.66
41.105,-5.2294,274.92
41.952,-8.6075,270.21
39.27,-8.3731,272.06
39.392,-4.9947,272.32
28.568,-56.487,275
25.707,-57.377,275.61
25.493,-54.022,277.02
28.35,-53.267,276.25
27.353,-54.579,271.61
24.603,-55.387,272.19
24.418,-52.334,273.65
27.168,-51.648,272.95
26.141,-52.897,268.66
23.514,-53.649,269.22
23.355,-50.802,270.65
25.987,-50.163,269.99
24.908,-51.456,266.1
22.424,-52.174,266.64
22.301,-49.466,267.98
24.803,-48.854,267.34
23.14,-91.922,207.43
23.25,-91.933,203.38
18.642,-92.933,203.39
18.555,-92.918,207.43
22.193,-88.349,207.38
22.291,-88.345,203.47
17.889,-89.34,203.47
17.81,-89.33,207.37
21.306,-85.036,207.31
21.395,-85.027,203.54
17.182,-85.987,203.54
17.11,-85.98,207.3
20.489,-81.958,207.23
20.567,-81.949,203.6
16.523,-82.856,203.59
16.46,-82.847,207.22
38.84,99.328,179.24
39.072,99.467,175.3
43.308,96.991,175.13
43.275,96.995,179.06
36.8,95.692,178.92
36.971,95.932,175.11
40.975,93.608,175.05
40.962,93.475,178.85
34.94,92.429,178.62
35.059,92.744,174.88
38.931,90.564,174.93
38.951,90.359,178.66
32.883,88.611,178.24
32.969,88.981,174.54
36.871,86.879,174.72
36.9,86.657,178.41
70.332,-36.29,188.05
71.405,-31.754,188.49
70.7,-30.718,184.95
69.71,-35.252,184.48
67.107,-35.561,188.8
68.003,-31.115,189.26
67.312,-30.102,185.79
66.437,-34.536,185.32
63.929,-34.927,189.56
64.743,-30.58,190.02
64.059,-29.582,186.62
63.25,-33.918,186.17
60.826,-34.421,190.33
61.598,-30.158,190.77
60.923,-29.168,187.45
60.147,-33.422,187.01
71.639,40.889,197.15
71.485,40.103,200.72
70.26,45.243,201.11
70.484,46.034,197.54
67.927,40.193,197.24
67.936,39.398,200.73
66.777,44.443,201.04
66.853,45.237,197.54
64.549,39.553,197.3
64.622,38.727,200.71
63.499,43.688,200.94
63.514,44.508,197.51
61.456,38.949,197.32
61.531,38.078,200.64
60.419,42.97,200.78
60.432,43.827,197.44
60.912,-62.314,185.1
63.273,-58.271,185.51
62.8,-57.181,181.83
60.417,-61.181,181.41
57.87,-60.328,186.01
60.155,-56.532,186.4
59.658,-55.475,182.84
57.395,-59.251,182.44
55.064,-58.54,186.86
57.252,-54.962,187.23
56.751,-53.947,183.79
54.601,-57.513,183.41
52.47,-56.941,187.66
54.562,-53.566,188.01
54.069,-52.6,184.67
52.015,-55.96,184.32
47.22,-79.14,223.8
47.733,-79.621,219.83
43.874,-82.214,219.76
43.396,-81.693,223.74
45.017,-76.054,223.14
45.489,-76.516,219.33
41.847,-78.992,219.24
41.401,-78.489,223.06
43.024,-73.293,222.49
43.462,-73.745,218.83
40.008,-76.101,218.74
39.589,-75.612,222.41
41.214,-70.818,221.86
41.623,-71.265,218.34
38.334,-73.502,218.24
37.939,-73.023,221.76
10.952,106.24,178.51
10.056,105.86,182.28
6.6568,106.73,181.61
7.2569,107.35,177.98
10.056,102.64,177.84
9.2342,102.16,181.6
6.0604,103.04,180.89
6.6317,103.64,177.23
8.9432,98.144,177.09
8.1003,97.803,180.92
5.2071,98.107,180.01
5.8045,98.512,176.24
37.963,90.765,98.344
35.315,88.471,101.01
33.236,86.479,103.15
31.448,84.965,104.82
35.848,-63.969,150.63
34.768,-61.228,148.52
31.291,-63.289,148.33
34.296,-61.706,152.19
33.497,-59.286,148.56
30.15,-61.225,148.4
32.826,-59.647,154.18
31.882,-56.852,148.71
28.717,-58.672,148.56
30.735,-56.7,156.61
29.25,-52.915,149.2
26.399,-54.598,149.06
59.128,5.2744,268.61
58.842,9.1895,268.6
56.2,5.1743,266.23
55.887,9.007,266.25
53.572,5.0323,264.02
53.243,8.7835,264.07
51.213,4.8398,261.99
50.87,8.5118,262.06
13.891,-19.958,290.77
10.557,-16.254,292.16
14.047,-16.187,291.61
13.298,-19.189,287.13
10.089,-15.552,288.41
13.428,-15.504,287.9
12.741,-18.473,283.82
9.6558,-14.913,285.03
12.854,-14.875,284.54
12.222,-17.798,280.8
9.2559,-14.327,281.98
12.324,-14.292,281.52
22.381,-51.239,278.9
19.347,-51.869,279.51
19.236,-48.268,280.68
22.254,-47.698,280.05
21.453,-49.74,275.56
18.534,-50.313,276.12
18.464,-46.91,277.37
21.381,-46.395,276.78
20.539,-48.342,272.53
17.745,-48.881,273.05
17.692,-45.616,274.29
20.486,-45.129,273.74
19.64,-47.095,269.76
16.981,-47.624,270.26
16.92,-44.433,271.42
19.577,-43.944,270.92
69.311,26.179,243.03
70.223,26.907,239.58
70.44,21.524,242.84
65.83,25.439,241.97
66.691,26.144,238.64
66.922,20.881,241.77
62.665,24.722,240.92
63.487,25.405,237.71
63.731,20.245,240.71
59.797,24.014,239.88
60.586,24.676,236.78
60.843,19.606,239.68
63.489,-31.803,163.42
64.53,-27.554,163.86
63.225,-25.991,160.65
62.2,-30.171,160.26
60.244,-31.064,164.91
61.208,-26.907,165.33
59.946,-25.367,162.15
58.996,-29.464,161.76
57.215,-30.446,166.41
58.128,-26.374,166.8
56.928,-24.861,163.74
56.029,-28.878,163.37
54.36,-29.951,167.94
55.252,-25.95,168.29
54.097,-24.456,165.46
53.226,-28.408,165.13
49.487,-55.37,154
48.533,-53.19,151.52
45.559,-56.106,151.34
46.541,-58.432,153.73
47.023,-53.504,155.97
46.221,-51.436,153.02
43.49,-54.249,152.8
44.287,-56.412,155.72
44.891,-51.986,158.23
44.06,-49.898,154.94
41.515,-52.566,154.73
42.331,-54.748,158
42.74,-50.497,160.79
41.176,-47.787,157.27
38.818,-50.196,157.08
40.335,-53.082,160.6
30.93,68.693,273.57
31.687,71.545,270.74
35.681,69.358,269.92
29.153,66.401,270.67
29.873,69.129,267.99
33.581,67.041,267.21
27.644,64.532,268.16
28.331,67.146,265.62
31.813,65.164,264.88
26.362,63.023,266
27.028,65.538,263.57
30.328,63.657,262.87
52.021,-50.396,262.31
53.381,-47.088,262.34
55.421,-48.195,259.7
54.028,-51.659,259.76
49.535,-48.859,259.86
50.904,-45.731,259.97
52.792,-46.754,257.45
51.352,-49.994,257.39
47.309,-47.461,257.59
48.642,-44.472,257.73
50.419,-45.442,255.33
49.004,-48.512,255.22
45.323,-46.246,255.46
46.586,-43.351,255.6
48.278,-44.294,253.33
46.944,-47.251,253.23
56.127,-61.003,170.25
58.774,-57.284,170.64
58.097,-55.77,167.19
55.489,-59.456,166.8
53.275,-58.991,171.73
55.717,-55.456,172.1
55.043,-53.99,168.81
52.645,-57.491,168.44
50.666,-57.2,173.12
52.953,-53.856,173.46
52.302,-52.446,170.32
50.066,-55.759,169.99
48.272,-55.611,174.42
50.442,-52.464,174.71
49.832,-51.122,171.71
47.714,-54.235,171.43
52.186,-71.384,235.52
48.779,-74.184,235.42
47.905,-73.158,239.09
49.749,-68.638,234.42
46.532,-71.307,234.31
45.733,-70.338,237.84
47.547,-66.181,233.37
44.493,-68.723,233.24
43.746,-67.788,236.64
45.556,-63.968,232.36
42.641,-66.392,232.21
41.932,-65.467,235.48
28.182,107.68,107.68
28.174,108.02,111.8
24.869,110.77,111.36
24.924,110.49,107.17
26.093,104.05,109.36
26.159,104.38,113.21
23.007,106.89,112.83
22.992,106.62,108.93
24.362,100.91,111.06
24.441,101.17,114.68
21.488,103.56,114.35
21.464,103.38,110.7
22.763,98.288,112.51
22.848,98.463,115.93
20.145,100.81,115.65
20.132,100.76,112.21
19.751,-58.921,276.51
16.573,-59.568,276.83
16.37,-56.084,278.65
19.543,-55.479,278.25
18.868,-56.825,273.09
15.836,-57.443,273.43
15.657,-54.221,275.16
18.678,-53.649,274.76
18.039,-55.004,270.11
15.146,-55.594,270.44
14.98,-52.574,272.08
17.865,-52.028,271.69
17.259,-53.466,267.5
14.5,-54.03,267.83
14.34,-51.178,269.36
17.096,-50.652,268.98
55.37,53.817,257.16
56.257,55.293,253.92
58.243,51.104,252.94
57.294,49.758,256.16
52.154,52.425,255.48
53.039,53.883,252.4
54.974,49.83,251.49
54.052,48.51,254.57
49.333,51.238,253.88
50.18,52.666,250.94
52.05,48.716,250.09
51.167,47.426,253.03
46.838,50.253,252.38
47.632,51.645,249.55
49.415,47.761,248.73
48.585,46.507,251.56
53.706,-39.505,265.5
54.843,-36.133,265.99
57.146,-36.858,263.32
55.925,-40.326,262.87
51.245,-38.388,263
52.291,-35.085,263.45
54.46,-35.785,260.92
53.347,-39.18,260.52
48.986,-37.341,260.65
49.97,-34.112,261.09
52.023,-34.801,258.68
50.977,-38.116,258.29
46.919,-36.359,258.43
47.869,-33.199,258.89
49.816,-33.891,256.6
48.808,-37.135,256.19
31.702,-40.005,279.43
28.636,-40.193,280.6
29.056,-36.962,281.73
32.164,-36.823,280.55
30.399,-38.911,276.28
27.493,-39.096,277.38
27.851,-35.888,278.43
30.801,-35.755,277.3
29.129,-37.836,273.32
26.35,-38.008,274.37
26.687,-34.846,275.37
29.506,-34.723,274.29
27.898,-36.776,270.55
25.218,-36.924,271.56
25.572,-33.816,272.55
28.28,-33.706,271.5
21.704,6.8009,292.2
18.135,7.0391,293.1
18.232,10.992,293.36
21.813,10.7,292.45
20.729,6.9604,288.63
17.323,7.2027,289.49
17.393,11.079,289.69
20.804,10.783,288.82
19.815,7.1092,285.35
16.558,7.3582,286.18
16.61,11.159,286.36
19.869,10.856,285.52
18.967,7.2541,282.34
15.846,7.5125,283.13
15.885,11.245,283.33
19.008,10.931,282.53
68.365,47.978,212.26
69.988,42.911,211.8
65.064,47.03,211.99
66.563,42.027,211.58
61.888,46.12,211.66
63.329,41.177,211.31
58.844,45.246,211.28
60.263,40.348,210.99
72.607,35.728,196.79
72.594,34.961,200.36
68.837,35.142,196.97
68.959,34.353,200.45
65.429,34.595,197.13
65.603,33.767,200.52
62.317,34.073,197.24
62.5,33.196,200.55
62.705,70.829,203.67
62.955,71.544,199.94
64.786,66.511,199.37
59.237,69.218,203.32
59.454,69.894,199.65
61.264,65.117,199.13
56.138,67.835,202.96
56.35,68.489,199.36
58.084,63.911,198.87
53.345,66.7,202.59
53.581,67.333,199.05
55.194,62.893,198.56
76.576,-6.7222,205.21
76.615,-1.8448,205.5
76.055,-1.1292,201.91
76.017,-6.003,201.61
72.964,-6.6064,205.56
72.969,-1.8268,205.84
72.475,-1.1108,202.33
72.46,-5.8948,202.05
69.575,-6.5727,205.91
69.573,-1.885,206.17
69.099,-1.1677,202.75
69.092,-5.8661,202.49
66.397,-6.6231,206.28
66.4,-2.0226,206.51
65.917,-1.302,203.19
65.908,-5.9195,202.95
61.416,-63.387,188.83
63.827,-59.336,189.21
58.314,-61.313,189.63
60.647,-57.514,190
55.487,-59.465,190.37
57.721,-55.884,190.72
52.898,-57.824,191.04
55.033,-54.442,191.39
17.36,115.02,118.82
17.243,114.99,114.7
21.209,113.15,115.09
21.339,113.13,119.19
16.041,110.81,120.06
15.947,110.82,116.09
19.619,109.08,116.41
19.73,109.03,120.35
14.903,106.96,121.37
14.843,107.13,117.59
18.289,105.52,117.8
18.366,105.36,121.56
13.879,103.5,122.5
13.859,103.89,118.9
17.101,102.47,118.98
17.137,102.15,122.58
71.679,-6.4064,249.45
71.412,-1.9927,249.47
72.771,-1.7995,245.96
73.072,-6.2919,245.93
68.093,-6.3565,247.93
67.87,-2.0779,247.99
69.17,-1.8968,244.66
69.414,-6.2539,244.59
64.915,-6.3582,246.55
64.703,-2.2039,246.63
65.942,-2.0383,243.46
66.17,-6.2704,243.37
62.092,-6.4279,245.3
61.873,-2.3914,245.37
63.05,-2.2435,242.34
63.284,-6.3574,242.27
41.899,-5.6464,282.89
42.038,-1.9938,283.09
45.225,-2.1464,281.06
39.967,-5.3221,279.67
40.084,-1.7453,279.89
43.106,-1.9186,277.96
38.214,-5.0306,276.74
38.31,-1.532,276.97
41.186,-1.7286,275.13
36.626,-4.7722,274.06
36.702,-1.353,274.3
39.449,-1.5758,272.54
26.124,-87.729,231.54
26.494,-88.661,227.62
22.155,-89.877,227.6
21.848,-88.941,231.53
24.974,-84.194,230.53
25.339,-85.097,226.77
21.214,-86.282,226.76
20.911,-85.375,230.53
23.928,-81.021,229.58
24.287,-81.891,225.97
20.35,-83.025,225.97
20.052,-82.152,229.58
22.972,-78.158,228.68
23.327,-78.994,225.21
19.56,-80.066,225.22
19.265,-79.229,228.7
59.903,-66.133,228.15
62.705,-62.559,228.34
63.342,-62.841,224.45
60.558,-66.498,224.26
57.051,-63.746,227.43
59.689,-60.361,227.63
60.273,-60.642,223.9
57.641,-64.099,223.69
54.456,-61.599,226.72
56.953,-58.396,226.94
57.493,-58.682,223.36
54.997,-61.952,223.13
52.102,-59.668,226.03
54.483,-56.644,226.28
54.982,-56.938,222.83
52.599,-60.026,222.58
67.279,50.666,169.08
67.72,50.144,172.62
66.983,55.096,172.81
66.463,55.547,169.23
63.645,50.078,169.67
64.155,49.567,173.13
63.415,54.355,173.27
62.886,54.799,169.79
60.135,49.41,170.22
60.693,48.919,173.62
59.984,53.558,173.71
59.443,53.979,170.28
55.926,47.33,170.8
56.615,47.01,174.15
56.042,51.423,174.17
55.426,51.669,170.77
16.932,63.194,282.89
12.796,64.179,283.33
13.113,67.796,281.03
17.357,66.763,280.63
16.013,61.208,279.48
12.105,62.145,279.89
12.405,65.567,277.71
16.412,64.582,277.33
15.198,59.55,276.55
11.489,60.435,276.94
11.78,63.696,274.86
15.582,62.767,274.5
14.481,58.18,274.03
10.947,59.012,274.41
11.234,62.14,272.41
14.86,61.271,272.07
56.672,5.1555,271.44
54.05,5.0915,274.14
53.867,8.8765,274.13
56.407,8.9964,271.41
53.864,5.0951,268.9
51.386,5.0698,271.44
51.181,8.7753,271.47
53.601,8.8576,268.92
51.352,4.9919,266.56
48.997,5.0043,268.97
48.775,8.6307,269.03
51.076,8.6745,266.61
49.099,4.8395,264.41
46.854,4.8931,266.71
46.617,8.4414,266.79
48.808,8.4433,264.48
45.908,-46.963,268.88
46.954,-43.959,269.18
49.136,-44.945,267.07
47.977,-48.016,266.9
43.841,-45.748,266.16
44.868,-42.871,266.51
46.935,-43.759,264.5
45.78,-46.697,264.26
41.935,-44.531,263.59
42.931,-41.738,263.96
44.894,-42.593,262.05
43.771,-45.432,261.78
40.184,-43.353,261.14
41.157,-40.587,261.53
43.021,-41.479,259.7
41.939,-44.263,259.42
13.154,-90.618,231.45
13.34,-91.575,227.52
8.8929,-92.112,227.47
8.7674,-91.154,231.38
12.621,-87.034,230.47
12.801,-87.953,226.7
8.5443,-88.493,226.66
8.4241,-87.57,230.41
12.123,-83.743,229.54
12.3,-84.625,225.92
8.2165,-85.136,225.88
8.0993,-84.251,229.49
11.666,-80.715,228.67
11.84,-81.557,225.19
7.9133,-82.013,225.14
7.7981,-81.166,228.62
70.478,46.759,193.94
70.221,47.414,190.34
71.1,42.269,189.99
71.504,41.608,193.57
66.775,45.984,194.04
66.539,46.686,190.54
67.393,41.66,190.27
67.744,40.947,193.75
63.412,45.295,194.1
63.186,46.04,190.68
64.01,41.107,190.51
64.349,40.35,193.9
60.329,44.632,194.12
60.083,45.33,190.81
60.877,40.507,190.72
61.257,39.776,194.01
66.031,-59.106,224.69
68.484,-55.172,224.96
68.922,-55.164,221.03
66.497,-59.158,220.76
62.709,-57.053,224.14
64.874,-53.284,224.4
65.32,-53.321,220.65
63.166,-57.143,220.38
59.769,-55.274,223.61
61.763,-51.696,223.88
62.193,-51.759,220.29
60.201,-55.387,220
57.158,-53.736,223.11
59.054,-50.374,223.39
59.457,-50.452,219.94
57.559,-53.863,219.64
72.761,-28.085,192.54
73.41,-23.421,192.97
72.744,-22.492,189.41
72.075,-27.126,188.98
69.361,-27.534,193.21
69.995,-22.971,193.62
69.33,-22.058,190.14
68.701,-26.601,189.71
66.085,-27.081,193.87
66.7,-22.607,194.27
66.046,-21.707,190.86
65.436,-26.164,190.45
62.921,-26.733,194.54
63.537,-22.334,194.94
62.887,-21.44,191.59
62.28,-25.821,191.19
75.952,9.4253,228.12
75.4,8.9232,231.75
74.705,13.756,231.91
75.244,14.313,228.3
72.236,9.0791,227.62
71.73,8.5774,231.11
71.04,13.296,231.25
71.548,13.852,227.78
68.859,8.694,227.14
68.384,8.1928,230.49
67.713,12.812,230.61
68.192,13.365,227.27
65.792,8.2608,226.67
65.34,7.7599,229.89
64.695,12.292,229.99
65.15,12.842,226.78
61.058,66.403,222.16
59.091,71.384,223.04
59.425,72.4,219.3
61.327,67.365,218.47
57.79,64.939,221.55
55.782,69.683,222.35
56.093,70.672,218.68
58.069,65.901,217.93
54.746,63.632,220.93
52.797,68.207,221.68
53.1,69.179,218.08
55.023,64.593,217.36
51.889,62.509,220.3
50.079,66.986,221.03
50.376,67.949,217.49
52.162,63.475,216.79
43.054,-66.734,256.15
44.084,-68.185,252.94
40.831,-70.349,252.89
39.917,-68.841,256.14
41.104,-64.198,254.14
42.099,-65.581,251.11
39.025,-67.66,251.08
38.13,-66.199,254.15
39.323,-61.899,252.24
40.282,-63.212,249.36
37.354,-65.198,249.35
36.488,-63.799,252.26
37.706,-59.804,250.46
38.625,-61.039,247.71
35.812,-62.933,247.7
34.981,-61.605,250.49
50.559,87.564,148.03
51.25,87.362,151.83
48.34,90.874,151.89
47.714,91.077,148.06
47.803,84.965,149.38
48.552,84.721,153.19
45.809,88.066,153.19
45.12,88.307,149.34
45.469,82.54,150.89
46.377,82.222,154.8
43.771,85.446,154.73
